alias_id,person_id,alias,alias_type,confidence,synthetic_flag
ALIAS-001661,PERSON-002197,falcon5,Online Handle,0.85,true
ALIAS-001662,PERSON-002739,ishaan14,Nickname,0.84,true
ALIAS-001663,PERSON-001163,anaya12,Online Handle,0.96,true
ALIAS-001664,PERSON-000061,mee_858,Business Name,0.89,true
ALIAS-001665,PERSON-002551,anaya50,Online Handle,0.83,true
ALIAS-001666,PERSON-001119,kavya39,Known As,0.92,true
ALIAS-001667,PERSON-002907,ais_921,Online Handle,0.72,true
ALIAS-001668,PERSON-001525,kav_91,Operational Alias,0.72,true
ALIAS-001669,PERSON-001790,kar_956,Online Handle,0.95,true
ALIAS-001670,PERSON-001974,riya52,Nickname,0.67,true
ALIAS-001671,PERSON-000061,meera72,Business Name,0.83,true
ALIAS-001672,PERSON-000154,Malik Online,Operational Alias,0.95,true
ALIAS-001673,PERSON-000516,kav_449,Operational Alias,0.92,true
ALIAS-001674,PERSON-001319,nikhil52,Online Handle,0.87,true
ALIAS-001675,PERSON-002196,raven56,Operational Alias,0.87,true
ALIAS-001676,PERSON-002385,vihaan4,Nickname,0.7,true
ALIAS-001677,PERSON-002914,nik_433,Business Name,0.96,true
ALIAS-001678,PERSON-002801,orbit24,Operational Alias,0.88,true
ALIAS-001679,PERSON-001971,north18,Operational Alias,0.87,true
ALIAS-001680,PERSON-000377,neel25,Operational Alias,0.73,true
ALIAS-001681,PERSON-000054,Das Online,Online Handle,0.71,true
ALIAS-001682,PERSON-000373,aditya84,Online Handle,0.7,true
ALIAS-001683,PERSON-001025,raven43,Business Name,0.97,true
ALIAS-001684,PERSON-002556,north43,Online Handle,0.94,true
ALIAS-001685,PERSON-002724,falcon84,Operational Alias,0.91,true
ALIAS-001686,PERSON-000700,raj_803,Operational Alias,0.67,true
ALIAS-001687,PERSON-002150,Das Online,Known As,0.68,true
ALIAS-001688,PERSON-002394,ishaan33,Known As,0.63,true
ALIAS-001689,PERSON-000779,pri_247,Known As,0.84,true
ALIAS-001690,PERSON-000513,diy_676,Operational Alias,0.8,true
ALIAS-001691,PERSON-000688,north24,Operational Alias,0.91,true
ALIAS-001692,PERSON-000318,Pawar Online,Nickname,0.65,true
ALIAS-001693,PERSON-002418,Pawar Online,Known As,0.72,true
ALIAS-001694,PERSON-000613,roh_231,Known As,0.66,true
ALIAS-001695,PERSON-002400,anaya16,Known As,0.92,true
ALIAS-001696,PERSON-002056,Gupta Online,Operational Alias,0.98,true
ALIAS-001697,PERSON-001295,kab_885,Known As,0.81,true
ALIAS-001698,PERSON-000570,Malik Online,Operational Alias,0.9,true
ALIAS-001699,PERSON-002664,mee_353,Business Name,0.83,true
ALIAS-001700,PERSON-001554,orbit25,Business Name,0.89,true
ALIAS-001701,PERSON-001617,kavya49,Online Handle,0.86,true
ALIAS-001702,PERSON-000824,aar_809,Operational Alias,0.67,true
ALIAS-001703,PERSON-002630,arjun73,Operational Alias,0.76,true
ALIAS-001704,PERSON-000504,vihaan25,Nickname,0.9,true
ALIAS-001705,PERSON-001361,riya47,Online Handle,0.79,true
ALIAS-001706,PERSON-002039,north65,Online Handle,0.92,true
ALIAS-001707,PERSON-000630,Kulkarni Online,Operational Alias,0.81,true
ALIAS-001708,PERSON-002111,Kulkarni Online,Operational Alias,0.88,true
ALIAS-001709,PERSON-001616,pri_885,Operational Alias,0.74,true
ALIAS-001710,PERSON-000042,shadow50,Known As,0.88,true
ALIAS-001711,PERSON-001546,Iyer Online,Known As,0.82,true
ALIAS-001712,PERSON-002627,Das Online,Nickname,0.89,true
ALIAS-001713,PERSON-000481,priya92,Online Handle,0.7,true
ALIAS-001714,PERSON-002673,karan83,Nickname,0.71,true
ALIAS-001715,PERSON-002715,raven58,Business Name,0.9,true
ALIAS-001716,PERSON-001332,meera56,Nickname,0.88,true
ALIAS-001717,PERSON-001897,north1,Business Name,0.88,true
ALIAS-001718,PERSON-001110,aar_253,Business Name,0.82,true
ALIAS-001719,PERSON-002332,Gupta Online,Business Name,0.75,true
ALIAS-001720,PERSON-002544,arjun82,Online Handle,0.98,true
ALIAS-001721,PERSON-000702,falcon90,Operational Alias,0.81,true
ALIAS-001722,PERSON-002857,raven59,Nickname,0.92,true
ALIAS-001723,PERSON-001475,aditya93,Nickname,0.7,true
ALIAS-001724,PERSON-001049,kabir30,Known As,0.67,true
ALIAS-001725,PERSON-001754,shadow29,Online Handle,0.77,true
ALIAS-001726,PERSON-002945,Nair Online,Online Handle,0.75,true
ALIAS-001727,PERSON-001775,nikhil89,Online Handle,0.77,true
ALIAS-001728,PERSON-000273,nik_799,Business Name,0.73,true
ALIAS-001729,PERSON-002612,arjun10,Operational Alias,0.64,true
ALIAS-001730,PERSON-000247,diya40,Nickname,0.78,true
ALIAS-001731,PERSON-001008,north61,Business Name,0.67,true
ALIAS-001732,PERSON-001623,Malik Online,Known As,0.98,true
ALIAS-001733,PERSON-001524,Rao Online,Business Name,0.84,true
ALIAS-001734,PERSON-000019,san_978,Known As,0.69,true
ALIAS-001735,PERSON-002588,shadow68,Business Name,0.63,true
ALIAS-001736,PERSON-000082,rohan46,Operational Alias,0.67,true
ALIAS-001737,PERSON-000072,rah_12,Nickname,0.81,true
ALIAS-001738,PERSON-000642,simran73,Business Name,0.87,true
ALIAS-001739,PERSON-000011,Gupta Online,Nickname,0.62,true
ALIAS-001740,PERSON-000405,falcon40,Business Name,0.78,true
ALIAS-001741,PERSON-001013,diy_722,Online Handle,0.73,true
ALIAS-001742,PERSON-002895,Verma Online,Business Name,0.91,true
ALIAS-001743,PERSON-000440,falcon72,Nickname,0.64,true
ALIAS-001744,PERSON-002121,raj93,Known As,0.65,true
ALIAS-001745,PERSON-002132,ishaan18,Business Name,0.75,true
ALIAS-001746,PERSON-000908,Khan Online,Known As,0.74,true
ALIAS-001747,PERSON-000106,roh_362,Operational Alias,0.77,true
ALIAS-001748,PERSON-001629,priya14,Business Name,0.81,true
ALIAS-001749,PERSON-002420,falcon95,Nickname,0.66,true
ALIAS-001750,PERSON-000728,riy_711,Operational Alias,0.75,true
ALIAS-001751,PERSON-001678,shadow89,Known As,0.81,true
ALIAS-001752,PERSON-000944,raj82,Nickname,0.82,true
ALIAS-001753,PERSON-002600,aar_15,Known As,0.86,true
ALIAS-001754,PERSON-002321,sim_352,Online Handle,0.84,true
ALIAS-001755,PERSON-002593,Singh Online,Operational Alias,0.64,true
ALIAS-001756,PERSON-000337,Verma Online,Known As,0.88,true
ALIAS-001757,PERSON-002461,raven39,Known As,0.87,true
ALIAS-001758,PERSON-002171,diy_375,Online Handle,0.87,true
ALIAS-001759,PERSON-002794,nee_534,Nickname,0.81,true
ALIAS-001760,PERSON-001161,diya29,Nickname,0.79,true
ALIAS-001761,PERSON-000175,falcon77,Operational Alias,0.85,true
ALIAS-001762,PERSON-000024,maya47,Known As,0.8,true
ALIAS-001763,PERSON-002804,roh_732,Nickname,0.76,true
ALIAS-001764,PERSON-000239,orbit17,Business Name,0.64,true
ALIAS-001765,PERSON-001917,ishaan60,Business Name,0.96,true
ALIAS-001766,PERSON-002155,arjun29,Online Handle,0.91,true
ALIAS-001767,PERSON-001167,sana11,Nickname,0.88,true
ALIAS-001768,PERSON-000345,arj_278,Nickname,0.8,true
ALIAS-001769,PERSON-001222,nikhil80,Nickname,0.65,true
ALIAS-001770,PERSON-001779,north16,Known As,0.8,true
ALIAS-001771,PERSON-001894,Singh Online,Business Name,0.71,true
ALIAS-001772,PERSON-000049,raven71,Business Name,0.97,true
ALIAS-001773,PERSON-002487,ishaan86,Online Handle,0.85,true
ALIAS-001774,PERSON-000778,ira84,Business Name,0.93,true
ALIAS-001775,PERSON-001070,falcon32,Online Handle,0.8,true
ALIAS-001776,PERSON-000180,tar_905,Online Handle,0.82,true
ALIAS-001777,PERSON-001540,Pawar Online,Business Name,0.67,true
ALIAS-001778,PERSON-002082,Singh Online,Nickname,0.67,true
ALIAS-001779,PERSON-002182,Nair Online,Operational Alias,0.79,true
ALIAS-001780,PERSON-001766,pri_665,Nickname,0.87,true
ALIAS-001781,PERSON-002796,Khan Online,Nickname,0.9,true
ALIAS-001782,PERSON-000517,orbit56,Operational Alias,0.85,true
ALIAS-001783,PERSON-000450,nee_361,Known As,0.75,true
ALIAS-001784,PERSON-000429,pri_687,Nickname,0.67,true
ALIAS-001785,PERSON-000472,raven30,Business Name,0.74,true
ALIAS-001786,PERSON-000435,shadow33,Known As,0.97,true
ALIAS-001787,PERSON-001693,simran79,Nickname,0.83,true
ALIAS-001788,PERSON-000477,vikram38,Nickname,0.89,true
ALIAS-001789,PERSON-001296,nee_935,Online Handle,0.71,true
ALIAS-001790,PERSON-001632,north78,Business Name,0.75,true
ALIAS-001791,PERSON-001771,falcon63,Business Name,0.81,true
ALIAS-001792,PERSON-001207,Patel Online,Nickname,0.77,true
ALIAS-001793,PERSON-001190,adi_641,Online Handle,0.77,true
ALIAS-001794,PERSON-002915,ana_631,Known As,0.76,true
ALIAS-001795,PERSON-000588,raj_402,Online Handle,0.92,true
ALIAS-001796,PERSON-000738,vih_117,Operational Alias,0.72,true
ALIAS-001797,PERSON-001257,ishaan99,Known As,0.83,true
ALIAS-001798,PERSON-000063,orbit9,Known As,0.95,true
ALIAS-001799,PERSON-002429,nee_904,Known As,0.86,true
ALIAS-001800,PERSON-000245,may_968,Operational Alias,0.9,true
