vehicle_id,registration_number,vehicle_type,owner_person_id,make_model,color,status,case_id,evidence_id
V01213,MH-38-X-9354,Car,P05726,Maruti Swift,Red,Active,C0406,nan
V01214,DL-36-B-6911,Commercial Vehicle,P05732,Kia Sonet,Blue,Active,C0407,nan
V01215,MH-06-V-8191,SUV,P05737,Honda City,White,Active,C0407,nan
V01216,TN-10-U-4639,Car,P05745,Kia Sonet,White,Active,C0408,nan
V01217,MH-86-H-5567,Truck,P05746,Bajaj Pulsar,Silver,Active,C0408,nan
V01218,MH-07-T-9412,Truck,P05749,Tata Nexon,Blue,Active,C0408,nan
V01219,MH-79-Y-5446,SUV,P05755,Toyota Glanza,Blue,Active,C0408,E04348
V01220,RJ-96-U-3637,Motorcycle,P05768,Bajaj Pulsar,Green,Active,C0408,E04349
V01221,MH-97-H-4627,Car,P00095,Toyota Glanza,Grey,Active,C0409,nan
V01222,MH-53-P-8162,Truck,P05771,Honda City,Green,Inactive,C0409,nan
V01223,MP-57-Y-8840,Car,P05772,Maruti Swift,Black,Active,C0409,nan
V01224,TN-76-X-8912,Commercial Vehicle,P05773,Maruti Swift,Red,Active,C0409,E04359
V01225,UP-13-D-5880,Car,P05775,Maruti Swift,Maroon,Active,C0409,E04360
V01226,WB-74-Q-1743,Motorcycle,P05779,Mahindra XUV300,Grey,Active,C0409,nan
V01227,TS-73-Y-6365,Commercial Vehicle,P05801,Bajaj Pulsar,Grey,Inactive,C0411,nan
V01228,KA-69-C-2548,Van,P05804,Hyundai i20,Red,Active,C0411,E04375
V01229,MH-55-E-4338,Truck,P05810,Bajaj Pulsar,Green,Active,C0411,E04376
V01230,WB-72-N-9038,Van,P05815,Toyota Glanza,Grey,Active,C0412,nan
V01231,UP-29-L-2776,Truck,P05819,Maruti Swift,White,Active,C0412,E04383
V01232,MH-43-H-9502,Motorcycle,P05822,Maruti Swift,Grey,Active,C0413,nan
V01233,TN-63-E-7374,SUV,P05824,Honda City,Maroon,Active,C0413,nan
V01234,MP-91-P-1048,Commercial Vehicle,P05832,Tata Nexon,Red,Inactive,C0414,nan
V01235,MP-81-T-1394,Truck,P04199,Honda City,Green,Active,C0415,nan
V01236,MH-72-H-7021,SUV,P05836,Mahindra XUV300,Green,Inactive,C0415,E04396
V01237,MP-12-M-2582,Car,P05841,Maruti Swift,Red,Active,C0416,nan
V01238,DL-09-P-4014,Commercial Vehicle,P05849,Maruti Swift,White,Active,C0416,nan
V01239,MH-74-E-2174,Truck,P05853,Tata Nexon,Red,Active,C0416,nan
V01240,RJ-86-Y-5726,Motorcycle,P05854,Kia Sonet,Black,Active,C0416,nan
V01241,WB-36-P-9466,Van,P05859,Bajaj Pulsar,Maroon,Active,C0416,E04415
V01242,RJ-41-Z-9142,SUV,P05868,Toyota Glanza,Green,Inactive,C0417,nan
V01243,UP-13-U-6433,Commercial Vehicle,P05870,Mahindra XUV300,Red,Active,C0417,E04434
V01244,TN-31-P-1065,Motorcycle,P05878,Maruti Swift,White,Inactive,C0417,nan
V01245,WB-54-O-6299,Van,P05887,Bajaj Pulsar,Grey,Active,C0418,nan
V01246,KA-04-I-2427,Van,P05889,Honda City,Red,Active,C0418,E04446
V01247,TN-26-C-9605,Van,P05890,Honda City,White,Active,C0418,nan
V01248,TN-46-J-5050,Truck,P05894,Hyundai i20,White,Active,C0418,nan
V01249,MP-22-Z-2518,Car,P05905,Honda City,White,Active,C0419,nan
V01250,DL-97-L-7261,Commercial Vehicle,P05908,Honda City,Silver,Inactive,C0419,nan
V01251,KL-98-G-6851,SUV,P05916,Tata Nexon,Grey,Active,C0419,nan
V01252,MH-66-E-8327,Van,P05919,Toyota Glanza,Grey,Active,C0419,E04466
V01253,UP-36-D-9024,Truck,P05921,Kia Sonet,Green,Active,C0419,nan
V01254,TN-29-L-8448,Van,P05923,Kia Sonet,White,Active,C0420,nan
V01255,MP-25-D-2713,SUV,P05925,Tata Nexon,Green,Active,C0420,E04473
V01256,GJ-42-G-7262,Car,P05926,Kia Sonet,Red,Active,C0420,E04474
V01257,WB-75-E-6964,Car,P05928,Toyota Glanza,Green,Active,C0420,nan
V01258,TN-12-M-3533,Motorcycle,P05932,Maruti Swift,White,Active,C0422,E04498
V01259,TS-40-M-9571,Van,P05939,Mahindra XUV300,Red,Active,C0422,E04499
V01260,UP-45-J-3887,Van,P05945,Kia Sonet,Silver,Active,C0422,nan
V01261,MP-36-K-7966,Truck,P05949,Maruti Swift,Green,Active,C0422,nan
V01262,MP-07-U-1878,Van,P05950,Hyundai i20,Blue,Active,C0422,nan
V01263,MH-22-F-6304,Commercial Vehicle,P05910,Maruti Swift,Black,Inactive,C0423,E04500
V01264,TS-83-L-2769,Commercial Vehicle,P05957,Kia Sonet,Maroon,Active,C0423,nan
V01265,MH-14-W-7353,Van,P05958,Tata Nexon,Black,Active,C0423,E04510
V01266,DL-24-N-5879,Van,P05961,Toyota Glanza,Blue,Active,C0423,nan
V01267,MH-56-V-5698,Truck,P05966,Hyundai i20,Maroon,Active,C0423,nan
V01268,MP-86-C-9265,Van,P05969,Hyundai i20,Maroon,Active,C0423,E04511
V01269,UP-51-K-3653,SUV,P05970,Bajaj Pulsar,Red,Active,C0424,E04551
V01270,HR-88-W-7714,Commercial Vehicle,P05973,Kia Sonet,Red,Active,C0424,nan
V01271,GJ-81-S-7174,Van,P05974,Toyota Glanza,Blue,Inactive,C0424,nan
V01272,MP-93-Q-5340,Truck,P05975,Kia Sonet,Blue,Active,C0424,E04552
V01273,DL-86-L-2682,Commercial Vehicle,P05976,Kia Sonet,Green,Active,C0424,nan
V01274,MH-90-N-5298,Commercial Vehicle,P05979,Kia Sonet,Red,Active,C0424,E04553
V01275,KA-90-M-2041,Commercial Vehicle,P05983,Toyota Glanza,Black,Active,C0424,nan
V01276,GJ-54-P-7813,Commercial Vehicle,P05986,Mahindra XUV300,Blue,Active,C0424,nan
V01277,GJ-51-Z-8366,Motorcycle,P05992,Maruti Swift,Blue,Active,C0424,E04554
V01278,DL-92-D-7480,Car,P05993,Mahindra XUV300,Red,Active,C0424,E04555
V01279,TS-85-Y-8812,Motorcycle,P05994,Hyundai i20,Black,Active,C0424,E04556
V01280,RJ-83-M-1970,Van,P06005,Maruti Swift,Green,Active,C0424,E04557
V01281,DL-91-T-7985,Motorcycle,P06031,Honda City,Grey,Active,C0425,E04574
V01282,MP-81-F-8413,Motorcycle,P00308,Mahindra XUV300,Red,Active,C0426,nan
V01283,DL-06-X-1689,Van,P06049,Bajaj Pulsar,Black,Active,C0427,nan
V01284,MP-44-K-3683,Car,P06055,Hyundai i20,Blue,Active,C0427,E04580
V01285,TN-51-R-4833,Car,P06060,Toyota Glanza,Maroon,Active,C0428,nan
V01286,MH-51-J-1758,SUV,P06068,Honda City,Black,Active,C0429,nan
V01287,GJ-29-W-4114,Car,P06074,Bajaj Pulsar,Silver,Active,C0429,nan
V01288,MH-69-C-7774,Truck,P06077,Bajaj Pulsar,Blue,Active,C0430,nan
V01289,MH-33-K-6335,Truck,P06088,Toyota Glanza,Black,Active,C0431,nan
V01290,MH-27-K-2128,Truck,P06092,Honda City,Maroon,Active,C0431,nan
V01291,MH-38-W-3427,SUV,P06095,Hyundai i20,Blue,Active,C0432,nan
V01292,MH-51-W-8743,Motorcycle,P06096,Kia Sonet,Grey,Active,C0432,E04612
V01293,RJ-36-U-7372,SUV,P06108,Kia Sonet,Black,Active,C0433,nan
V01294,MH-52-F-1938,Truck,P06110,Hyundai i20,White,Active,C0433,nan
V01295,WB-52-R-5437,SUV,P06121,Mahindra XUV300,White,Active,C0434,nan
V01296,TN-51-Y-4610,Van,P03825,Mahindra XUV300,Grey,Active,C0436,E04622
V01297,MH-66-V-4215,Truck,P06126,Tata Nexon,Red,Inactive,C0436,E04628
V01298,KA-57-T-4114,Motorcycle,P06129,Mahindra XUV300,White,Active,C0436,nan
V01299,WB-63-Z-2381,Motorcycle,P06134,Kia Sonet,Blue,Active,C0437,E04646
V01300,TN-59-T-5881,Truck,P06147,Mahindra XUV300,White,Active,C0437,E04647
V01301,MH-68-W-4032,SUV,P06148,Honda City,Maroon,Active,C0437,E04648
V01302,TN-33-Q-3880,Motorcycle,P06155,Bajaj Pulsar,Grey,Inactive,C0437,nan
V01303,WB-71-Y-7005,Truck,P06161,Toyota Glanza,Black,Active,C0437,E04649
V01304,MP-11-P-6938,Truck,P06170,Bajaj Pulsar,Red,Active,C0439,E04662
V01305,GJ-75-X-8468,Truck,P06173,Kia Sonet,White,Active,C0439,E04663
V01306,MP-10-F-1946,Van,P06174,Maruti Swift,White,Active,C0439,E04664
V01307,GJ-49-M-2117,Car,P06185,Bajaj Pulsar,Green,Active,C0439,nan
V01308,TN-99-T-5309,Car,P06186,Bajaj Pulsar,White,Active,C0439,E04665
V01309,MP-20-Z-7771,Van,P01747,Tata Nexon,Grey,Active,C0440,E04666
V01310,TS-78-Q-2783,SUV,P06188,Hyundai i20,Red,Active,C0440,E04667
V01311,GJ-75-A-6511,Motorcycle,P06193,Toyota Glanza,Maroon,Active,C0442,nan
V01312,DL-98-Q-6016,Truck,P06195,Mahindra XUV300,Silver,Active,C0443,E04670
V01313,MH-48-W-1253,Motorcycle,P06204,Bajaj Pulsar,Silver,Inactive,C0445,E04676
V01314,MH-06-U-6513,Car,P06205,Maruti Swift,Green,Active,C0445,E04677
V01315,TS-04-B-2229,Car,P06206,Mahindra XUV300,Silver,Active,C0445,E04678
V01316,MH-56-J-8188,Van,P06209,Hyundai i20,Maroon,Active,C0446,nan
V01317,MH-33-C-5267,Van,P06210,Bajaj Pulsar,Red,Active,C0446,E04683
V01318,MH-73-O-2274,Motorcycle,P06213,Kia Sonet,Green,Active,C0447,nan
V01319,MH-70-C-8508,Van,P06220,Tata Nexon,Black,Active,C0447,nan
V01320,RJ-04-R-7545,Truck,P06222,Toyota Glanza,Black,Active,C0447,E04704
V01321,HR-51-E-8411,Car,P06227,Tata Nexon,Grey,Active,C0447,E04705
V01322,GJ-81-C-7030,Van,P06239,Bajaj Pulsar,Maroon,Active,C0448,nan
V01323,MP-66-U-1639,Motorcycle,P06240,Honda City,Maroon,Active,C0448,E04716
V01324,UP-15-O-8583,Motorcycle,P04186,Maruti Swift,Black,Active,C0449,nan
V01325,DL-21-Q-3565,Commercial Vehicle,P06248,Tata Nexon,Silver,Active,C0449,E04721
V01326,HR-59-A-7475,Car,P06258,Bajaj Pulsar,Maroon,Active,C0450,nan
V01327,MH-80-Z-3691,Commercial Vehicle,P06260,Toyota Glanza,Grey,Active,C0450,E04733
V01328,UP-16-G-7320,SUV,P06263,Mahindra XUV300,Blue,Active,C0451,E04776
V01329,UP-08-T-3193,Motorcycle,P06265,Toyota Glanza,Silver,Active,C0451,E04777
V01330,DL-85-N-6286,Van,P06266,Honda City,Green,Active,C0451,E04778
V01331,MH-85-J-6217,SUV,P06267,Hyundai i20,Grey,Active,C0451,nan
V01332,MP-21-L-9775,SUV,P06275,Mahindra XUV300,Blue,Active,C0451,E04779
V01333,UP-55-I-6408,Commercial Vehicle,P06277,Honda City,Silver,Active,C0451,nan
V01334,MH-95-V-1077,Truck,P06300,Kia Sonet,Silver,Active,C0451,E04780
V01335,TS-24-W-6250,Car,P06319,Kia Sonet,Grey,Active,C0452,E04799
V01336,MP-03-X-2887,SUV,P06325,Mahindra XUV300,Green,Inactive,C0452,E04800
V01337,MP-33-W-2192,SUV,P06340,Tata Nexon,Black,Active,C0454,nan
V01338,GJ-61-D-7906,Car,P06345,Kia Sonet,White,Active,C0454,nan
V01339,MH-24-C-5301,Motorcycle,P06349,Mahindra XUV300,White,Inactive,C0454,E04808
V01340,RJ-43-K-9216,Commercial Vehicle,P06351,Honda City,Silver,Active,C0454,E04809
V01341,GJ-97-I-5972,SUV,P06355,Tata Nexon,White,Active,C0455,E04812
V01342,MH-20-S-4053,Van,P02995,Hyundai i20,Black,Active,C0456,nan
V01343,TS-49-Y-4148,SUV,P06356,Kia Sonet,White,Inactive,C0456,nan
V01344,MH-38-W-9935,Motorcycle,P06365,Toyota Glanza,White,Active,C0457,nan
V01345,TN-80-U-6893,Car,P06368,Tata Nexon,Silver,Inactive,C0457,nan
V01346,GJ-91-Y-9823,Motorcycle,P06375,Honda City,Red,Active,C0459,nan
V01347,MH-77-O-9276,SUV,P06378,Kia Sonet,Maroon,Inactive,C0459,nan
V01348,TN-62-P-4119,Motorcycle,P01948,Mahindra XUV300,Blue,Active,C0460,nan
V01349,DL-38-U-4768,Truck,P06380,Mahindra XUV300,Blue,Active,C0460,nan
V01350,UP-71-W-8720,SUV,P06385,Hyundai i20,Maroon,Active,C0460,nan
V01351,MP-80-L-3465,Truck,P06388,Hyundai i20,White,Active,C0460,E04835
V01352,HR-56-F-8740,Van,P06390,Mahindra XUV300,Silver,Active,C0460,E04836
V01353,TN-15-J-1122,Truck,P06395,Toyota Glanza,Silver,Active,C0461,nan
V01354,DL-48-U-3608,Motorcycle,P06396,Toyota Glanza,Blue,Active,C0461,nan
V01355,MP-69-U-2181,Van,P06398,Bajaj Pulsar,White,Active,C0461,E04847
V01356,MP-04-R-3781,Commercial Vehicle,P00308,Maruti Swift,Maroon,Active,C0462,E04848
V01357,RJ-98-C-5166,Truck,P06410,Mahindra XUV300,Red,Active,C0462,nan
V01358,MH-44-F-9236,SUV,P06417,Toyota Glanza,Red,Active,C0463,E04862
V01359,GJ-84-V-1440,SUV,P06418,Bajaj Pulsar,Grey,Active,C0464,E04871
V01360,KL-43-K-2041,Motorcycle,P05764,Mahindra XUV300,Green,Active,C0465,nan
V01361,MP-38-X-9461,Motorcycle,P05599,Toyota Glanza,White,Active,C0465,nan
V01362,MH-61-S-9721,Van,P06432,Tata Nexon,Blue,Inactive,C0466,nan
V01363,DL-97-A-2925,Commercial Vehicle,P06433,Toyota Glanza,Silver,Active,C0466,E04875
V01364,GJ-57-F-2846,Van,P06449,Kia Sonet,Grey,Active,C0467,E04885
V01365,HR-63-P-8235,SUV,P06450,Hyundai i20,Blue,Active,C0467,E04886
V01366,WB-79-M-9156,Car,P06452,Mahindra XUV300,Maroon,Active,C0468,nan
V01367,DL-89-E-6314,Van,P06453,Hyundai i20,Green,Active,C0468,nan
V01368,GJ-81-W-2227,Commercial Vehicle,P06459,Maruti Swift,Black,Active,C0469,E04891
V01369,KL-95-E-7099,SUV,P00687,Tata Nexon,Grey,Active,C0471,E04895
V01370,MP-81-I-1847,Van,P06468,Mahindra XUV300,Black,Inactive,C0471,nan
V01371,MH-19-Q-9800,Commercial Vehicle,P06484,Tata Nexon,White,Active,C0472,E04914
V01372,KA-25-C-6773,Van,P06492,Hyundai i20,Grey,Active,C0472,E04915
V01373,DL-81-P-9342,SUV,P06496,Kia Sonet,Green,Active,C0472,nan
V01374,MP-92-N-3083,Van,P06498,Maruti Swift,Green,Active,C0472,nan
V01375,WB-51-U-1464,Van,P06500,Mahindra XUV300,Maroon,Active,C0474,E04934
V01376,UP-59-O-2209,Motorcycle,P06503,Tata Nexon,Black,Active,C0474,nan
V01377,GJ-62-O-8680,Commercial Vehicle,P06505,Mahindra XUV300,Green,Active,C0474,E04935
V01378,UP-01-S-1010,Truck,P06511,Honda City,Blue,Active,C0474,nan
V01379,MP-48-G-1974,Van,P06517,Bajaj Pulsar,Red,Active,C0474,nan
V01380,TS-75-T-3912,SUV,P06530,Bajaj Pulsar,Green,Active,C0475,E04956
V01381,MH-55-N-4312,Van,P06534,Kia Sonet,Maroon,Inactive,C0475,E04957
V01382,HR-99-N-4205,Commercial Vehicle,P06536,Tata Nexon,Silver,Active,C0475,nan
V01383,MH-86-Q-8118,Car,P06541,Mahindra XUV300,Black,Active,C0475,E04958
V01384,UP-08-X-4859,Commercial Vehicle,P06544,Toyota Glanza,Silver,Active,C0475,E04959
V01385,MP-62-R-1302,Commercial Vehicle,P06545,Toyota Glanza,Blue,Active,C0475,nan
V01386,UP-40-Z-3263,Commercial Vehicle,P06556,Tata Nexon,Silver,Active,C0476,E04976
V01387,KL-64-G-6312,SUV,P06557,Bajaj Pulsar,Grey,Active,C0476,nan
V01388,TN-24-W-3538,Van,P06558,Tata Nexon,Blue,Inactive,C0476,E04977
V01389,RJ-68-B-1577,Commercial Vehicle,P06569,Kia Sonet,Maroon,Active,C0477,E04986
V01390,WB-29-Z-2491,Motorcycle,P06570,Mahindra XUV300,Black,Inactive,C0477,E04987
V01391,HR-56-C-8435,Truck,P06576,Honda City,Silver,Active,C0478,nan
V01392,TS-39-O-9530,SUV,P06583,Toyota Glanza,Green,Active,C0478,nan
V01393,MH-38-Y-9215,Motorcycle,P06588,Hyundai i20,Red,Active,C0479,E05013
V01394,MH-15-W-4139,Motorcycle,P06591,Mahindra XUV300,Green,Active,C0479,E05014
V01395,UP-15-O-8533,Motorcycle,P06593,Kia Sonet,Green,Active,C0479,nan
V01396,MH-30-W-6725,Commercial Vehicle,P06594,Kia Sonet,Maroon,Active,C0479,E05015
V01397,UP-31-M-1810,SUV,P06603,Honda City,Red,Active,C0479,nan
V01398,MH-66-U-5624,Commercial Vehicle,P06611,Hyundai i20,Red,Active,C0480,nan
V01399,WB-62-R-7417,Truck,P06615,Mahindra XUV300,Silver,Active,C0480,E05029
V01400,WB-82-C-2571,Commercial Vehicle,P06619,Kia Sonet,Silver,Active,C0480,nan
V01401,UP-82-I-6156,Van,P06620,Honda City,Grey,Active,C0480,E05030
V01402,RJ-90-O-2233,Van,P06623,Hyundai i20,Maroon,Active,C0480,nan
V01403,MP-62-P-2643,Car,P06626,Honda City,White,Active,C0481,nan
V01404,WB-48-P-3756,SUV,P03494,Kia Sonet,Blue,Active,C0482,E05031
V01405,MH-49-V-1231,Car,P06633,Bajaj Pulsar,Blue,Active,C0482,nan
V01406,MP-88-V-7283,SUV,P06638,Hyundai i20,Maroon,Active,C0482,nan
V01407,KA-47-C-4726,Truck,P06641,Hyundai i20,Grey,Active,C0482,nan
V01408,MP-15-I-7421,Commercial Vehicle,P06642,Maruti Swift,Blue,Active,C0482,nan
V01409,MH-75-S-3388,Motorcycle,P06647,Kia Sonet,Black,Inactive,C0482,nan
V01410,DL-63-Z-6019,Car,P06648,Maruti Swift,Red,Active,C0482,E05044
V01411,MH-66-F-7805,Truck,P06651,Kia Sonet,Blue,Inactive,C0482,nan
V01412,MH-38-J-6007,Van,P06654,Kia Sonet,White,Active,C0483,E05048
V01413,GJ-23-M-8331,SUV,P01546,Mahindra XUV300,Grey,Inactive,C0484,nan
V01414,KL-31-M-9955,Commercial Vehicle,P06662,Toyota Glanza,Grey,Active,C0484,nan
V01415,UP-50-L-2522,SUV,P06663,Maruti Swift,Blue,Inactive,C0484,nan
V01416,DL-27-R-3728,SUV,P00348,Bajaj Pulsar,Green,Active,C0487,nan
V01417,MH-67-W-9300,SUV,P06135,Mahindra XUV300,Black,Inactive,C0487,nan
V01418,DL-09-O-6517,SUV,P06675,Hyundai i20,Silver,Inactive,C0487,nan
V01419,GJ-15-C-6380,Truck,P06679,Honda City,Grey,Active,C0487,E05073
V01420,MH-09-K-2848,Commercial Vehicle,P06685,Bajaj Pulsar,Maroon,Active,C0488,nan
V01421,MH-35-P-9285,Motorcycle,P06694,Mahindra XUV300,Grey,Active,C0488,E05095
V01422,RJ-52-Z-8789,Truck,P06700,Tata Nexon,Silver,Active,C0488,E05096
V01423,MH-01-T-2664,Motorcycle,P06701,Mahindra XUV300,Red,Active,C0488,E05097
V01424,MP-31-O-2689,Motorcycle,P06702,Toyota Glanza,Green,Active,C0488,E05098
V01425,TN-07-Z-7770,Car,P06705,Bajaj Pulsar,Green,Active,C0488,nan
V01426,RJ-32-O-8150,SUV,P06707,Toyota Glanza,Blue,Active,C0488,nan
V01427,UP-20-B-7730,Car,P06708,Kia Sonet,White,Active,C0488,nan
V01428,KA-79-Q-7687,Van,P06709,Kia Sonet,Red,Active,C0488,E05099
V01429,MH-62-Z-3055,Car,P06712,Hyundai i20,White,Active,C0489,nan
V01430,UP-45-S-4833,Motorcycle,P06728,Mahindra XUV300,Grey,Active,C0490,E05114
V01431,KL-56-Z-1158,SUV,P06729,Tata Nexon,Red,Active,C0490,nan
V01432,UP-70-K-8228,Car,P06731,Kia Sonet,Silver,Active,C0490,E05115
V01433,MH-75-X-1808,Car,P06732,Maruti Swift,Black,Active,C0490,E05116
V01434,UP-57-K-3052,Commercial Vehicle,P06733,Maruti Swift,Black,Active,C0491,E05120
V01435,HR-99-L-6773,Motorcycle,P06740,Bajaj Pulsar,Red,Active,C0492,nan
V01436,GJ-98-K-7402,Van,P06743,Hyundai i20,Silver,Active,C0492,nan
V01437,KA-45-C-1137,Motorcycle,P06754,Bajaj Pulsar,Grey,Active,C0493,E05145
V01438,UP-35-R-3297,SUV,P06756,Kia Sonet,Grey,Active,C0493,E05146
V01439,WB-20-Q-2724,SUV,P06757,Kia Sonet,Green,Active,C0493,nan
V01440,WB-86-P-3619,Truck,P06763,Toyota Glanza,White,Active,C0493,nan
V01441,GJ-67-E-9035,Van,P06768,Hyundai i20,White,Active,C0493,nan
V01442,TN-97-C-9032,Commercial Vehicle,P06777,Honda City,White,Active,C0496,nan
V01443,GJ-83-X-6869,Commercial Vehicle,P06779,Mahindra XUV300,Maroon,Active,C0496,nan
V01444,GJ-38-O-8749,Van,P06781,Toyota Glanza,Maroon,Active,C0496,nan
V01445,MH-12-H-9111,Van,P06784,Bajaj Pulsar,Black,Inactive,C0496,nan
V01446,DL-50-G-1218,Van,P06785,Bajaj Pulsar,Black,Active,C0496,nan
V01447,KL-53-N-3434,Motorcycle,P06787,Hyundai i20,Maroon,Active,C0496,nan
V01448,TN-02-E-2070,SUV,P06801,Kia Sonet,Green,Inactive,C0496,nan
V01449,DL-86-Q-2484,Commercial Vehicle,P06809,Bajaj Pulsar,Red,Active,C0497,E05179
V01450,KL-47-A-6753,Truck,P06812,Maruti Swift,Black,Active,C0497,nan
V01451,TN-67-C-6785,Truck,P06821,Toyota Glanza,Maroon,Active,C0498,nan
V01452,MP-99-U-5295,Motorcycle,P06822,Kia Sonet,Blue,Active,C0498,nan
V01453,DL-37-O-2203,Car,P06824,Toyota Glanza,White,Active,C0498,E05192
V01454,TS-51-G-7429,Car,P06834,Honda City,Silver,Active,C0499,nan
V01455,UP-73-B-2699,Truck,P06837,Toyota Glanza,Maroon,Active,C0499,nan
V01456,MH-65-Q-5112,Truck,P06842,Hyundai i20,Red,Active,C0499,E05206
V01457,TS-81-S-6228,Commercial Vehicle,P00302,Kia Sonet,Grey,Active,C0500,nan
V01458,KL-63-H-6862,Van,P06850,Hyundai i20,Blue,Active,C0500,nan
V01459,MH-99-N-3623,Van,P06859,Kia Sonet,Blue,Active,C0500,E05229
V01460,GJ-74-U-8807,SUV,P06862,Bajaj Pulsar,White,Active,C0500,nan
V01461,TN-12-F-2799,Motorcycle,P06867,Honda City,Black,Active,C0500,E05230
V01462,MP-20-O-9039,Commercial Vehicle,P06868,Maruti Swift,Silver,Inactive,C0500,E05231
V01463,KA-44-F-6452,Truck,P06876,Toyota Glanza,Black,Active,C0501,E05236
V01464,MH-46-D-6272,Motorcycle,P06883,Maruti Swift,Maroon,Active,C0504,nan
V01465,WB-08-A-7905,Van,P06885,Hyundai i20,Grey,Inactive,C0504,E05252
V01466,RJ-39-G-8417,SUV,P06888,Toyota Glanza,Maroon,Active,C0504,E05253
V01467,KL-16-K-9596,SUV,P06891,Tata Nexon,Blue,Active,C0504,E05254
V01468,KL-78-T-6947,Motorcycle,P06892,Kia Sonet,Blue,Active,C0504,E05255
V01469,WB-44-R-8536,Van,P06902,Mahindra XUV300,Blue,Active,C0504,E05256
V01470,MP-86-E-7819,Car,P06907,Kia Sonet,Grey,Active,C0504,nan
V01471,TN-56-O-1882,Commercial Vehicle,P06909,Mahindra XUV300,Maroon,Active,C0504,E05257
V01472,UP-70-Z-2706,Van,P06916,Maruti Swift,Blue,Active,C0505,E05262
V01473,UP-97-A-1862,Truck,P06918,Kia Sonet,Black,Inactive,C0505,nan
V01474,RJ-41-D-8604,SUV,P06926,Mahindra XUV300,Black,Active,C0506,nan
V01475,RJ-08-E-8419,Motorcycle,P06930,Mahindra XUV300,Green,Active,C0507,E05268
V01476,RJ-73-E-6114,Commercial Vehicle,P05790,Hyundai i20,Red,Active,C0508,E05269
V01477,GJ-86-K-2094,Truck,P06935,Mahindra XUV300,White,Active,C0509,nan
V01478,GJ-49-S-8988,Commercial Vehicle,P06936,Kia Sonet,Maroon,Active,C0509,nan
V01479,MH-82-O-5915,Van,P06937,Kia Sonet,Black,Active,C0509,E05281
V01480,RJ-31-F-1296,Truck,P06940,Toyota Glanza,Blue,Active,C0509,nan
V01481,MH-51-Y-2803,Motorcycle,P06941,Toyota Glanza,Black,Active,C0509,E05282
V01482,WB-43-K-6742,Motorcycle,P06949,Kia Sonet,Green,Active,C0509,nan
V01483,WB-51-J-6078,Car,P06951,Hyundai i20,Blue,Inactive,C0510,nan
V01484,HR-66-X-3464,Motorcycle,P01981,Maruti Swift,Blue,Active,C0511,E05289
V01485,KA-18-L-7996,Van,P06957,Bajaj Pulsar,Maroon,Active,C0511,nan
V01486,HR-24-S-7388,Motorcycle,P06963,Hyundai i20,Grey,Active,C0511,nan
V01487,KL-53-K-5448,SUV,P06964,Hyundai i20,Red,Active,C0511,E05321
V01488,RJ-42-N-3943,Car,P06967,Kia Sonet,White,Active,C0511,E05322
V01489,WB-53-G-5861,Motorcycle,P06970,Tata Nexon,White,Active,C0511,nan
V01490,TN-56-D-3740,Truck,P06974,Hyundai i20,Maroon,Active,C0511,E05323
V01491,MH-73-Q-9470,SUV,P06975,Maruti Swift,Green,Active,C0511,nan
V01492,MH-39-M-5046,Motorcycle,P06977,Bajaj Pulsar,Grey,Active,C0511,nan
V01493,GJ-27-W-8950,Car,P06984,Bajaj Pulsar,Blue,Active,C0511,nan
V01494,UP-20-E-3600,Commercial Vehicle,P06988,Maruti Swift,Silver,Active,C0511,nan
V01495,DL-90-U-2793,Motorcycle,P06989,Bajaj Pulsar,Black,Inactive,C0511,nan
V01496,MH-19-O-9020,SUV,P06995,Maruti Swift,Silver,Active,C0511,nan
V01497,GJ-07-N-8172,Commercial Vehicle,P06997,Hyundai i20,Grey,Active,C0511,E05324
V01498,HR-60-J-3500,Motorcycle,P06999,Honda City,White,Active,C0511,nan
V01499,MH-27-Y-8690,Car,P07000,Mahindra XUV300,Grey,Active,C0511,nan
V01500,MH-22-R-8702,Commercial Vehicle,P07009,Mahindra XUV300,Blue,Active,C0512,E05338
V01501,MH-56-R-9644,Car,P07016,Maruti Swift,Red,Active,C0512,nan
V01502,MH-72-L-7242,Car,P07018,Tata Nexon,Silver,Active,C0512,nan
V01503,MH-93-Y-4992,Motorcycle,P07019,Honda City,Silver,Active,C0512,nan
V01504,GJ-12-R-8732,Van,P05066,Honda City,White,Active,C0513,nan
V01505,DL-05-N-4924,Van,P07026,Mahindra XUV300,Black,Active,C0513,E05344
V01506,TS-02-X-7012,Truck,P07032,Kia Sonet,Red,Active,C0513,E05345
V01507,GJ-33-N-7614,SUV,P07033,Toyota Glanza,White,Active,C0513,nan
V01508,UP-83-B-3386,Van,P07036,Bajaj Pulsar,Blue,Active,C0514,nan
V01509,MP-60-N-3305,Motorcycle,P07038,Hyundai i20,White,Active,C0514,nan
V01510,UP-79-F-9400,Motorcycle,P07041,Honda City,Grey,Active,C0515,nan
V01511,MP-80-U-5743,SUV,P07049,Bajaj Pulsar,Red,Active,C0515,nan
V01512,TS-11-B-7907,Motorcycle,P07053,Tata Nexon,Green,Active,C0516,nan
V01513,RJ-33-Q-8818,Motorcycle,P07056,Mahindra XUV300,Green,Active,C0516,E05360
V01514,MH-01-N-7565,Van,P07058,Kia Sonet,Grey,Active,C0516,E05361
